,level_0,index,file_id,api,rank,operation,segment,offset,size,start,end,duration
0,0,41,418707678782925176,POSIX,0,open,0,0,0.0,1.130500078201294,1.1310999393463135,0.5998611450195312
1,1,40,418707678782925176,POSIX,0,stat,0,0,0.0,1.1333999633789062,1.133500099182129,0.10013580322265625
2,2,0,418707678782925176,POSIX,0,write,0,0,9.6e-05,1.133699893951416,1.1350998878479004,1.399993896484375
3,3,55,3320158294605273525,POSIX,0,open,0,0,0.0,1.1419000625610352,1.1424999237060547,0.5998611450195312
4,4,54,3320158294605273525,POSIX,0,stat,0,0,0.0,1.1440000534057617,1.1440999507904053,0.09989738464355469
5,5,43,3320158294605273525,POSIX,0,write,0,0,9.6e-05,1.1440999507904053,1.1454999446868896,1.399993896484375
6,6,51,3320158294605273525,POSIX,0,read,0,4096,0.0,1.1466000080108643,1.1466999053955078,0.09989738464355469
7,7,44,3320158294605273525,POSIX,0,write,1,4096,0.023232,1.146899938583374,1.1470000743865967,0.10013580322265625
8,8,52,3320158294605273525,POSIX,0,read,1,27328,0.0,1.1475000381469727,1.1475999355316162,0.09989738464355469
9,9,45,3320158294605273525,POSIX,0,write,2,27328,0.023232,1.1477000713348389,1.1477999687194824,0.09989738464355469
10,10,53,3320158294605273525,POSIX,0,read,2,50560,0.0,1.1480998992919922,1.1482000350952148,0.10013580322265625
11,11,46,3320158294605273525,POSIX,0,write,3,50560,0.023232,1.1482999324798584,1.148400068283081,0.10013580322265625
12,12,47,3320158294605273525,POSIX,0,write,4,96,0.000696,1.1486001014709473,1.1486001014709473,0.0
13,13,48,3320158294605273525,POSIX,0,write,5,800,0.003072,1.1486999988555908,1.1486999988555908,0.0
14,14,49,3320158294605273525,POSIX,0,write,6,0,9.6e-05,1.1486999988555908,1.1486999988555908,0.0
15,15,50,3320158294605273525,POSIX,0,write,7,0,9.6e-05,1.1487998962402344,1.1487998962402344,0.0
16,16,56,3320158294605273525,POSIX,0,close,0,0,0.0,1.148900032043457,1.1501998901367188,1.2998580932617188
17,17,1,418707678782925176,POSIX,0,write,1,2432,0.032768,1.1537001132965088,1.153899908065796,0.19979476928710938
18,18,2,418707678782925176,POSIX,0,write,2,37248,0.032768,1.1540000438690186,1.154099941253662,0.09989738464355469
19,19,3,418707678782925176,POSIX,0,write,3,70016,0.032768,1.1542000770568848,1.1542999744415283,0.09989738464355469
20,20,4,418707678782925176,POSIX,0,write,4,102784,0.032768,1.154400110244751,1.1545000076293945,0.09989738464355469
21,21,5,418707678782925176,POSIX,0,write,5,135552,0.032768,1.1547000408172607,1.1547000408172607,0.0
22,22,6,418707678782925176,POSIX,0,write,6,168320,0.032768,1.154900074005127,1.154900074005127,0.0
23,23,7,418707678782925176,POSIX,0,write,7,201088,0.032768,1.155400037765503,1.1554999351501465,0.09989738464355469
24,24,8,418707678782925176,POSIX,0,write,8,235904,0.013824,1.1558001041412354,1.1558001041412354,0.0
25,25,9,418707678782925176,POSIX,0,write,9,249728,0.013824,1.155900001525879,1.1559998989105225,0.09989738464355469
26,26,10,418707678782925176,POSIX,0,write,10,263552,0.013824,1.1561000347137451,1.1561999320983887,0.09989738464355469
27,27,11,418707678782925176,POSIX,0,write,11,277376,0.013824,1.1563000679016113,1.1563999652862549,0.09989738464355469
28,28,12,418707678782925176,POSIX,0,write,12,293248,0.013824,1.1565001010894775,1.1565001010894775,0.0
29,29,13,418707678782925176,POSIX,0,write,13,307072,0.013824,1.156599998474121,1.1566998958587646,0.09989738464355469
30,30,14,418707678782925176,POSIX,0,write,14,320896,0.013824,1.1570000648498535,1.1570000648498535,0.0
31,31,15,418707678782925176,POSIX,0,write,15,336768,0.110592,1.1572999954223633,1.1575000286102295,0.20003318786621094
32,32,16,418707678782925176,POSIX,0,write,16,447360,0.110592,1.1577000617980957,1.157900094985962,0.20003318786621094
33,33,17,418707678782925176,POSIX,0,write,17,557952,0.110592,1.1579999923706055,1.1582000255584717,0.20003318786621094
34,34,18,418707678782925176,POSIX,0,write,18,668544,0.110592,1.158400058746338,1.158600091934204,0.20003318786621094
35,35,19,418707678782925176,POSIX,0,write,19,779136,0.110592,1.1586999893188477,1.1589000225067139,0.20003318786621094
36,36,20,418707678782925176,POSIX,0,write,20,889728,0.110592,1.15910005569458,1.1593000888824463,0.20003318786621094
37,37,21,418707678782925176,POSIX,0,write,21,1000320,0.110592,1.1603999137878418,1.1607000827789307,0.3001689910888672
38,38,22,418707678782925176,POSIX,0,write,22,1112960,0.681472,1.1617000102996826,1.1628000736236572,1.1000633239746094
39,39,23,418707678782925176,POSIX,0,write,23,1794432,0.681472,1.1633000373840332,1.1642999649047852,0.9999275207519531
40,40,24,418707678782925176,POSIX,0,write,24,2475904,0.681472,1.1647000312805176,1.165600061416626,0.9000301361083984
41,41,25,418707678782925176,POSIX,0,write,25,3157376,0.681472,1.1658999919891357,1.1666998863220215,0.7998943328857422
42,42,26,418707678782925176,POSIX,0,write,26,3840896,0.681472,1.1670000553131104,1.167799949645996,0.7998943328857422
43,43,27,418707678782925176,POSIX,0,write,27,4522368,0.681472,1.168100118637085,1.1689000129699707,0.7998943328857422
44,44,28,418707678782925176,POSIX,0,write,28,5203840,0.681472,1.1721999645233154,1.1728999614715576,0.6999969482421875
45,45,29,418707678782925176,POSIX,0,write,29,96,0.0014,1.1731998920440674,1.250499963760376,77.3000717163086
46,46,30,418707678782925176,POSIX,0,write,30,1504,0.000928,1.250499963760376,1.250499963760376,0.0
47,47,31,418707678782925176,POSIX,0,write,31,35200,0.002016,1.2506000995635986,1.2506000995635986,0.0
